Gene Symbol,Gene,Parameter,Level1,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq,fdr_p,log2(FC),stderr of FC,-log10(P),FC
Mecr,ENSMUSG00000028910,Sex,male,1,-0.9555,0.2443,-1.4344,-0.4766,15.29,9.2e-5,0.0097152132,-1.378542792,0.3525130209,2.012547664,0.3846070754
Nr1h3,ENSMUSG00000002108,Sex,male,1,-1.6669,0.4268,-2.5034,-0.8304,15.25,9.4e-5,0.0098491348,-2.404818105,0.615718275,2.0066019193,0.1888328797
Cd81,ENSMUSG00000037706,Sex,male,1,0.5981,0.1533,0.2976,0.8986,15.22,9.6e-5,0.0099222825,0.8628338883,0.2211964037,2.0033884112,1.8186070974
Actg1,ENSMUSG00000062825,Sex,male,1,0.4675,0.1198,0.2326,0.7024,15.22,9.6e-5,0.0099222825,0.6744719313,0.1728946861,2.0033884112,1.5960124784
Mrpl28,ENSMUSG00000024181,Sex,male,1,-0.5226,0.1342,-0.7857,-0.2595,15.16,9.9e-5,0.0101754033,-0.753951726,0.1936641979,1.9924483689,0.5929770911
Ebi3,ENSMUSG00000003206,Sex,male,1,-0.5952,0.1531,-0.8952,-0.2953,15.12,1e-4,0.0101850346,-0.8587539,0.2208163646,1.9920374902,0.5514286382
Mmd,ENSMUSG00000003948,Sex,male,1,0.7484,0.1927,0.3708,1.1260,15.09,1e-4,0.0101850346,1.0797233771,0.2779598997,1.9920374902,2.113630774
Itga2,ENSMUSG00000015533,Sex,male,1,0.9843,0.2535,0.4876,1.4811,15.08,1e-4,0.0101850346,1.4200665613,0.3656536623,1.9920374902,2.6759785677
Eef1g,ENSMUSG00000071644,Sex,male,1,-0.7483,0.1925,-1.1257,-0.3709,15.10,1e-4,0.0101850346,-1.07957864,0.2777777228,1.9920374902,0.4731669984
Ctla2b,ENSMUSG00000074874,Sex,male,1,0.7703,0.1981,0.3821,1.1585,15.12,1e-4,0.0101850346,1.1113240268,0.2857665152,1.9920374902,2.1604382958
Gm5100,ENSMUSG00000102471,Sex,male,1,-1.4087,0.3625,-2.1192,-0.6982,15.10,1e-4,0.0101850346,-2.032359778,0.5229736707,1.9920374902,0.2444548989
Mxra8,ENSMUSG00000029070,Sex,male,1,-2.0409,0.5259,-3.0718,-1.0101,15.06,1e-4,0.0102529899,-2.94445546,0.7587793133,1.9891494705,0.1299064113
Serpina3g,ENSMUSG00000041481,Sex,male,1,-1.0606,0.2740,-1.5975,-0.5236,14.99,1.1e-4,0.0105782321,-1.530087984,0.3952270487,1.975586908,0.3462562497
Ptp4a2,ENSMUSG00000028788,Sex,male,1,0.4523,0.1169,0.2231,0.6815,14.96,1.1e-4,0.0106501162,0.6525489903,0.1686925964,1.9726456539,1.5719430928
Ddx39b,ENSMUSG00000019432,Sex,male,1,-0.5026,0.1301,-0.7575,-0.2476,14.93,1.1e-4,0.0106621902,-0.725048567,0.18766935,1.9721535725,0.6049766783
Gm10175,ENSMUSG00000066724,Sex,male,1,-0.5239,0.1355,-0.7896,-0.2583,14.94,1.1e-4,0.0106621902,-0.755865348,0.195549515,1.9721535725,0.5921910746
Eif3g,ENSMUSG00000070319,Sex,male,1,-0.6288,0.1628,-0.9478,-0.3097,14.92,1.1e-4,0.0106621902,-0.907158912,0.2348450835,1.9721535725,0.5332341516
Ifi27l2a,ENSMUSG00000079017,Sex,male,1,-0.8337,0.2159,-1.2568,-0.4106,14.92,1.1e-4,0.0106621902,-1.202772736,0.3114285204,1.9721535725,0.4344395232
Pttg1ip,ENSMUSG00000009291,Sex,male,1,0.6609,0.1714,0.3250,0.9968,14.87,1.1e-4,0.0108316113,0.9534995106,0.2472248011,1.9653069335,1.9365644428
Fam32a,ENSMUSG00000003039,Sex,male,1,0.2780,0.0722,0.1366,0.4195,14.85,1.2e-4,0.0109192977,0.4011214536,0.1040955716,1.9618052919,1.3205340058
Rpl27a,ENSMUSG00000046364,Sex,male,1,-0.5579,0.1449,-0.8419,-0.2739,14.82,1.2e-4,0.0110051117,-0.804864863,0.2090534523,1.9584055442,0.572415696
Gm32742,ENSMUSG00000110266,Sex,male,1,2.4042,0.6258,1.1778,3.6307,14.76,1.2e-4,0.0112992621,3.4685827739,0.9027719117,1.946949917,11.069995832
Pcmt1,ENSMUSG00000019795,Sex,male,1,0.6731,0.1755,0.3292,1.0171,14.72,1.2e-4,0.011324822,0.9711426954,0.2531429093,1.9459686134,1.9603927214
Ascc2,ENSMUSG00000020412,Sex,male,1,-0.6011,0.1567,-0.9082,-0.2940,14.71,1.3e-4,0.011324822,-0.867147988,0.2260583633,1.9459686134,0.5482295553
Gbp2,ENSMUSG00000028270,Sex,male,1,-0.5566,0.1451,-0.8409,-0.2723,14.72,1.2e-4,0.011324822,-0.803019114,0.2092918557,1.9459686134,0.5731484993
Tpm4,ENSMUSG00000031799,Sex,male,1,0.6820,0.1777,0.3338,1.0302,14.74,1.2e-4,0.011324822,0.9839022553,0.256297186,1.9459686134,1.9778078289
Srprb,ENSMUSG00000032553,Sex,male,1,-0.7646,0.1994,-1.1555,-0.3738,14.70,1.3e-4,0.0113416393,-1.103131133,0.2877090327,1.945324168,0.4655050962
Pi15,ENSMUSG00000067780,Sex,male,1,1.8237,0.4779,0.8870,2.7604,14.56,1.4e-4,0.0121494146,2.6310399136,0.6895025243,1.9154446465,6.1947236038
Csgalnact1,ENSMUSG00000036356,Sex,male,1,1.1099,0.2914,0.5388,1.6810,14.51,1.4e-4,0.0123587811,1.6012304542,0.4203951639,1.9080243611,3.0340197024
Krtcap2,ENSMUSG00000042747,Sex,male,1,-0.6991,0.1835,-1.0588,-0.3395,14.52,1.4e-4,0.0123587811,-1.008625652,0.2647209911,1.9080243611,0.4970194955
Hist1h4i,ENSMUSG00000060639,Sex,male,1,0.7196,0.1891,0.3489,1.0904,14.48,1.4e-4,0.0124942596,1.038234103,0.2728746966,1.9032894753,2.0537123159
Exosc10,ENSMUSG00000017264,Sex,male,1,-0.5741,0.1513,-0.8706,-0.2776,14.41,1.5e-4,0.0128990446,-0.828264445,0.2182207112,1.8894424563,0.5632063693
Bmt2,ENSMUSG00000042742,Sex,male,1,1.8386,0.4855,0.8869,2.7902,14.34,1.5e-4,0.0132946684,2.6525176851,0.7004877183,1.8763224907,6.2876359333
Rab3gap1,ENSMUSG00000036104,Sex,male,1,1.6440,0.4344,0.7926,2.4955,14.32,1.5e-4,0.013334267,2.3718540772,0.6267155902,1.8750308531,5.176059054
Phldb3,ENSMUSG00000074277,Sex,male,1,-0.6701,0.1772,-1.0174,-0.3228,14.30,1.6e-4,0.013425316,-0.966750403,0.255650163,1.8720754823,0.5116572477
Esd,ENSMUSG00000021996,Sex,male,1,0.6471,0.1712,0.3116,0.9827,14.29,1.6e-4,0.0134531389,0.9336081791,0.2470072674,1.8711763738,1.9100470535
Clcn3,ENSMUSG00000004319,Sex,male,1,0.7895,0.2090,0.3799,1.1992,14.27,1.6e-4,0.0134893364,1.1390427118,0.3015195649,1.8700094152,2.202348397
Ywhag,ENSMUSG00000051391,Sex,male,1,0.3329,0.0882,0.1601,0.5057,14.25,1.6e-4,0.0135539934,0.4802453305,0.1272121276,1.8679327293,1.3949808629
Snai2,ENSMUSG00000022676,Sex,male,1,2.2501,0.5971,1.0798,3.4205,14.20,1.6e-4,0.0136403732,3.2462665953,0.8614633337,1.8651737471,9.4890693164
Cavin2,ENSMUSG00000045954,Sex,male,1,0.7631,0.2025,0.3663,1.1599,14.21,1.6e-4,0.0136403732,1.1008787712,0.2920845231,1.8651737471,2.1448529953
Hmga1,ENSMUSG00000046711,Sex,male,1,-0.6027,0.1599,-0.9161,-0.2894,14.22,1.6e-4,0.0136403732,-0.869565229,0.2306318345,1.8651737471,0.5473117639
Ly6a,ENSMUSG00000075602,Sex,male,1,-0.7350,0.1950,-1.1173,-0.3527,14.20,1.6e-4,0.0136403732,-1.060401561,0.2813875864,1.8651737471,0.479498577
Skp1a,ENSMUSG00000036309,Sex,male,1,0.3360,0.0892,0.1611,0.5108,14.17,1.7e-4,0.0137588887,0.4846793296,0.1287377363,1.861416642,1.3992748117
BC031181,ENSMUSG00000036299,Sex,male,1,0.4125,0.1099,0.1972,0.6278,14.10,1.7e-4,0.0142417322,0.5950976925,0.1584840865,1.8464371837,1.5105748711
Lman2,ENSMUSG00000021484,Sex,male,1,-0.3196,0.0852,-0.4866,-0.1527,14.08,1.8e-4,0.0143374042,-0.461119356,0.1229005704,1.8435294705,0.7264224247
Hist1h1c,ENSMUSG00000036181,Sex,male,1,0.7595,0.2028,0.3621,1.1570,14.03,1.8e-4,0.0144331691,1.0957913612,0.2925331305,1.840638299,2.1373028689
Inafm2,ENSMUSG00000074918,Sex,male,1,0.6421,0.1714,0.3061,0.9781,14.03,1.8e-4,0.0144331691,0.9263467511,0.2473419075,1.840638299,1.9004574849
Ctdsp2,ENSMUSG00000078429,Sex,male,1,0.3367,0.0899,0.1605,0.5128,14.03,1.8e-4,0.0144331691,0.4856943252,0.129676227,1.840638299,1.4002596058
AC149090.1,ENSMUSG00000095041,Sex,male,1,-0.5738,0.1532,-0.8741,-0.2736,14.03,1.8e-4,0.0144331691,-0.827849582,0.2210137004,1.840638299,0.563368349
Rac2,ENSMUSG00000033220,Sex,male,1,-0.4673,0.1249,-0.7121,-0.2225,14.00,1.8e-4,0.014490252,-0.674150438,0.180172012,1.8389240615,0.6267011573
Nck2,ENSMUSG00000066877,Sex,male,1,0.7044,0.1883,0.3354,1.0734,14.00,1.8e-4,0.014490252,1.01625962,0.2715923158,1.8389240615,2.0226681179
Commd4,ENSMUSG00000032299,Sex,male,1,-0.5207,0.1392,-0.7936,-0.2478,13.98,1.8e-4,0.0145622572,-0.75118472,0.200893888,1.8367713026,0.5941154781
Coa5,ENSMUSG00000026112,Sex,male,1,0.4940,0.1324,0.2344,0.7535,13.91,1.9e-4,0.0150551477,0.7126258247,0.1910734855,1.8223149807,1.6387841275
Gm6210,ENSMUSG00000107951,Sex,male,1,-1.6550,0.4444,-2.5259,-0.7840,13.87,2e-4,0.0152983898,-2.3876413,0.6410962753,1.8153542775,0.1910945714
Rhobtb1,ENSMUSG00000019944,Sex,male,1,-2.5675,0.6907,-3.9212,-1.2138,13.82,2e-4,0.0154641084,-3.704154853,0.9964490422,1.8106751144,0.0767252445
Cyb5a,ENSMUSG00000024646,Sex,male,1,0.6794,0.1827,0.3213,1.0376,13.82,2e-4,0.0154641084,0.9801971288,0.2636269222,1.8106751144,1.9727349436
Loxl1,ENSMUSG00000032334,Sex,male,1,1.0814,0.2911,0.5108,1.6520,13.80,2e-4,0.0154641084,1.5601003212,0.4200105224,1.8106751144,2.9487434754
Slitrk2,ENSMUSG00000036790,Sex,male,1,1.7947,0.4827,0.8487,2.7407,13.83,2e-4,0.0154641084,2.5891880641,0.6963258446,1.8106751144,6.0175993851
Smim11,ENSMUSG00000051989,Sex,male,1,-0.7073,0.1903,-1.0803,-0.3342,13.81,2e-4,0.0154641084,-1.020366079,0.2746088418,1.8106751144,0.4929912415
Gm7281,ENSMUSG00000089937,Sex,male,1,-2.2737,0.6122,-3.4735,-1.0739,13.80,2e-4,0.0154641084,-3.28024593,0.8831478204,1.8106751144,0.1029313294
Ikzf3,ENSMUSG00000018168,Sex,male,1,-0.8545,0.2303,-1.3059,-0.4031,13.77,2.1e-4,0.0155549179,-1.232825222,0.3322633229,1.8081322756,0.4254834075
Klf12,ENSMUSG00000072294,Sex,male,1,1.6769,0.4519,0.7912,2.5627,13.77,2.1e-4,0.0155549179,2.4192967809,0.6519993145,1.8081322756,5.3491022476
Lag3,ENSMUSG00000030124,Sex,male,1,-1.2169,0.3281,-1.8600,-0.5738,13.76,2.1e-4,0.0155794965,-1.755649588,0.4733746817,1.8074465832,0.2961398229
Rpl18,ENSMUSG00000059070,Sex,male,1,-0.6309,0.1702,-0.9646,-0.2973,13.74,2.1e-4,0.0156678437,-0.910216775,0.2455945981,1.8049907684,0.5321051325
Rtn4ip1,ENSMUSG00000019864,Sex,male,1,0.6966,0.1881,0.3279,1.0653,13.71,2.1e-4,0.0157420126,1.0049872199,0.2714259396,1.8029397452,2.0069257186
H2-Q7,ENSMUSG00000060550,Sex,male,1,-0.6593,0.1780,-1.0081,-0.3104,13.72,2.1e-4,0.0157420126,-0.951118969,0.2568015412,1.8029397452,0.5172311366
Phgdh,ENSMUSG00000053398,Sex,male,1,-0.7496,0.2026,-1.1466,-0.3526,13.69,2.2e-4,0.0158085106,-1.081440778,0.2922513351,1.8011090442,0.4725566587
Ndufb8,ENSMUSG00000025204,Sex,male,1,-0.4776,0.1292,-0.7308,-0.2244,13.67,2.2e-4,0.0159355814,-0.689071305,0.1863775488,1.797632087,0.620252992
H2-Q6,ENSMUSG00000073409,Sex,male,1,-0.5286,0.1430,-0.8089,-0.2482,13.66,2.2e-4,0.0159815543,-0.762583824,0.2063666845,1.796380986,0.5894397156
Btbd2,ENSMUSG00000003344,Sex,male,1,-0.5045,0.1367,-0.7726,-0.2365,13.61,2.2e-4,0.0159831832,-0.727908973,0.1972848723,1.7963367221,0.6037783899
Eci2,ENSMUSG00000021417,Sex,male,1,0.5750,0.1558,0.2697,0.8804,13.63,2.2e-4,0.0159831832,0.8295926066,0.2247452464,1.7963367221,1.7771834441
F2rl2,ENSMUSG00000021675,Sex,male,1,0.8157,0.2209,0.3827,1.2487,13.63,2.2e-4,0.0159831832,1.1768509373,0.318710386,1.7963367221,2.260827528
Sytl4,ENSMUSG00000031255,Sex,male,1,0.8464,0.2291,0.3973,1.2955,13.64,2.2e-4,0.0159831832,1.2210384759,0.3305682667,1.7963367221,2.3311445658
Hvcn1,ENSMUSG00000064267,Sex,male,1,-0.4116,0.1116,-0.6303,-0.1930,13.61,2.2e-4,0.0159831832,-0.593819803,0.1609476998,1.7963367221,0.6625862625
Cox5a,ENSMUSG00000000088,Sex,male,1,0.4587,0.1247,0.2144,0.7031,13.54,2.3e-4,0.0163512751,0.6617957565,0.1798743407,1.7864483741,1.5820506143
Sorbs1,ENSMUSG00000025006,Sex,male,1,0.8333,0.2264,0.3895,1.2771,13.54,2.3e-4,0.0163512751,1.2021738093,0.3266542092,1.7864483741,2.3008609672
Clec1b,ENSMUSG00000030159,Sex,male,1,0.7851,0.2133,0.3671,1.2031,13.55,2.3e-4,0.0163512751,1.1326832905,0.3076962758,1.7864483741,2.1926617774
Carmil2,ENSMUSG00000050357,Sex,male,1,-0.6680,0.1814,-1.0236,-0.3124,13.56,2.3e-4,0.0163512751,-0.963772045,0.2617461153,1.7864483741,0.5127146249
Plp1,ENSMUSG00000031425,Sex,male,1,0.7766,0.2112,0.3627,1.1905,13.52,2.4e-4,0.0163953495,1.120376525,0.304664698,1.7852793219,2.174037047
Abca3,ENSMUSG00000024130,Sex,male,1,-0.5774,0.1571,-0.8852,-0.2695,13.51,2.4e-4,0.0164250865,-0.832969474,0.2266069398,1.7844923359,0.5613725891
R3hdm4,ENSMUSG00000035781,Sex,male,1,0.4801,0.1308,0.2238,0.7364,13.48,2.4e-4,0.0166278038,0.6926817094,0.1886597109,1.7791651075,1.6162851098
Cavin1,ENSMUSG00000004044,Sex,male,1,0.9573,0.2611,0.4456,1.4689,13.45,2.5e-4,0.0166851552,1.3810788959,0.3766155453,1.7776697502,2.6046308133
Bicd2,ENSMUSG00000037933,Sex,male,1,0.6684,0.1823,0.3111,1.0256,13.45,2.5e-4,0.0166851552,0.9642430849,0.2629450422,1.7776697502,1.9510396331
Snx22,ENSMUSG00000039452,Sex,male,1,1.0086,0.2751,0.4694,1.5478,13.44,2.5e-4,0.0166851552,1.4551442993,0.3968947082,1.7776697502,2.7418398369
Cass4,ENSMUSG00000074570,Sex,male,1,0.7089,0.1932,0.3302,1.0876,13.46,2.4e-4,0.0166851552,1.0227457381,0.2787282067,1.7776697502,2.0317821712
Cd2bp2,ENSMUSG00000042502,Sex,male,1,-0.5555,0.1517,-0.8527,-0.2583,13.42,2.5e-4,0.0167569756,-0.801438381,0.2187896092,1.7758043628,0.5737768311
Yod1,ENSMUSG00000046404,Sex,male,1,0.8285,0.2262,0.3852,1.2719,13.42,2.5e-4,0.0167569756,1.1953379215,0.3263226955,1.7758043628,2.28998464
Gmppa,ENSMUSG00000033021,Sex,male,1,-0.6487,0.1774,-0.9963,-0.3011,13.38,2.5e-4,0.0170332264,-0.935913551,0.2558688251,1.7687030805,0.5227113711
Dhcr24,ENSMUSG00000034926,Sex,male,1,0.7069,0.1934,0.3280,1.0859,13.37,2.6e-4,0.017077211,1.0199123361,0.2789656387,1.7675830567,2.0277957389
Prr5,ENSMUSG00000036106,Sex,male,1,-0.7606,0.2083,-1.1689,-0.3523,13.33,2.6e-4,0.0173260519,-1.097352985,0.3005404192,1.7613003899,0.4673732323
Prpf3,ENSMUSG00000015748,Sex,male,1,-0.7088,0.1944,-1.0898,-0.3278,13.30,2.7e-4,0.0175127864,-1.022576832,0.2804305443,1.7566447485,0.4922363715
Upf2,ENSMUSG00000043241,Sex,male,1,0.4849,0.1330,0.2243,0.7455,13.30,2.7e-4,0.0175127864,0.6995365788,0.1918441638,1.7566447485,1.6239830546
Prep,ENSMUSG00000019849,Sex,male,1,0.3720,0.1021,0.1719,0.5721,13.28,2.7e-4,0.0175968647,0.5367427182,0.1472914069,1.7545647041,1.4506934766
Hist1h2bc,ENSMUSG00000018102,Sex,male,1,0.7148,0.1964,0.3299,1.0997,13.25,2.7e-4,0.0177381583,1.0311878821,0.283318617,1.7510914731,2.0437062999
Psme1,ENSMUSG00000022216,Sex,male,1,-0.6575,0.1806,-1.0115,-0.3036,13.25,2.7e-4,0.0177381583,-0.948635833,0.2605642632,1.7510914731,0.5181221503
Hsp90ab1,ENSMUSG00000023944,Sex,male,1,-0.3689,0.1014,-0.5676,-0.1701,13.24,2.7e-4,0.0177381583,-0.532155641,0.1462693991,1.7510914731,0.6915207077
Hist3h2a,ENSMUSG00000078851,Sex,male,1,0.6026,0.1656,0.2779,0.9272,13.23,2.7e-4,0.0177381583,0.8693199264,0.2389669246,1.7510914731,1.8268015595
Hsbp1,ENSMUSG00000031839,Sex,male,1,0.4617,0.1270,0.2128,0.7106,13.22,2.8e-4,0.0177953208,0.6660982056,0.1831975893,1.7496941779,1.586775696
Exoc4,ENSMUSG00000029763,Sex,male,1,0.4723,0.1300,0.2175,0.7270,13.20,2.8e-4,0.0179021653,0.6813347876,0.1875212279,1.7470944366,1.6036227477
Snx20,ENSMUSG00000031662,Sex,male,1,-0.5271,0.1452,-0.8117,-0.2425,13.18,2.8e-4,0.0180387824,-0.760464794,0.2094725806,1.7437927799,0.5903061207
Gm14667,ENSMUSG00000083084,Sex,male,1,1.5179,0.4185,0.6976,2.3382,13.15,2.9e-4,0.018179463,2.1898761778,0.6038391325,1.7404189493,4.562663247
Iglc3,ENSMUSG00000105547,Sex,male,1,-0.6260,0.1726,-0.9643,-0.2876,13.15,2.9e-4,0.018179463,-0.903081957,0.2490357093,1.7404189493,0.5347431651
Smim3,ENSMUSG00000038059,Sex,male,1,0.7460,0.2061,0.3420,1.1499,13.10,3e-4,0.0184510461,1.076185948,0.297336502,1.7339790065,2.1084545864
Ormdl3,ENSMUSG00000038150,Sex,male,1,0.6661,0.1840,0.3054,1.0267,13.10,2.9e-4,0.0184510461,0.9609425525,0.2654746937,1.7339790065,1.9465812348
Dnajc8,ENSMUSG00000054405,Sex,male,1,0.3574,0.0987,0.1639,0.5508,13.11,2.9e-4,0.0184510461,0.5155732701,0.1423969664,1.7339790065,1.4295620785
Snapc2,ENSMUSG00000011837,Sex,male,1,-0.6121,0.1695,-0.9443,-0.2798,13.04,3.1e-4,0.0187139173,-0.883050362,0.2445631339,1.7278352948,0.5422197761
Pacsin2,ENSMUSG00000016664,Sex,male,1,0.5570,0.1542,0.2547,0.8593,13.04,3.1e-4,0.0187139173,0.8035197462,0.222521871,1.7278352948,1.7453540807
Fhl1,ENSMUSG00000023092,Sex,male,1,0.7505,0.2078,0.3432,1.1577,13.04,3e-4,0.0187139173,1.0826872501,0.2997671911,1.7278352948,2.1179774808
Rap2b,ENSMUSG00000036894,Sex,male,1,0.5614,0.1554,0.2568,0.8659,13.05,3e-4,0.0187139173,0.8098632455,0.2241603376,1.7278352948,1.7530452618
Sort1,ENSMUSG00000068747,Sex,male,1,0.6634,0.1835,0.3037,1.0231,13.06,3e-4,0.0187139173,0.9570464216,0.2647848241,1.7278352948,1.9413314048
Rad54l,ENSMUSG00000028702,Sex,male,1,-1.6946,0.4700,-2.6158,-0.7735,13.00,3.1e-4,0.0190025945,-2.444833509,0.678036121,1.7211870992,0.1836672736
Tuba1b,ENSMUSG00000023004,Sex,male,1,-0.5369,0.1491,-0.8292,-0.2446,12.96,3.2e-4,0.0192467167,-0.77463806,0.2151499283,1.7156433466,0.5845352528
Igkv17-127,ENSMUSG00000076508,Sex,male,1,-1.6605,0.4612,-2.5643,-0.7566,12.96,3.2e-4,0.0192467167,-2.39553532,0.6653075105,1.7156433466,0.1900518113
Nlk,ENSMUSG00000017376,Sex,male,1,0.7388,0.2053,0.3364,1.1413,12.95,3.2e-4,0.0193443836,1.065881826,0.2962302155,1.7134451038,2.0934490784
Ppp2r1b,ENSMUSG00000032058,Sex,male,1,1.0352,0.2879,0.4709,1.5996,12.93,3.2e-4,0.0194826279,1.4935289248,0.4154095661,1.710352463,2.8157688864
Gm13680,ENSMUSG00000081400,Sex,male,1,-1.1684,0.3251,-1.8055,-0.5312,12.92,3.3e-4,0.0195139772,-1.685596981,0.4690138408,1.7096542078,0.3108742483
Tubb1,ENSMUSG00000016255,Sex,male,1,0.8167,0.2275,0.3708,1.2627,12.88,3.3e-4,0.0197092414,1.1783172737,0.3282795708,1.7053300915,2.2631265719
Kars,ENSMUSG00000031948,Sex,male,1,-0.5924,0.1650,-0.9157,-0.2690,12.89,3.3e-4,0.0197092414,-0.854583639,0.2380453542,1.7053300915,0.5530249064
Them6,ENSMUSG00000056665,Sex,male,1,-0.6458,0.1801,-0.9988,-0.2928,12.86,3.4e-4,0.0199166231,-0.931680669,0.2598344824,1.7007842958,0.5242472637
Ywhah,ENSMUSG00000018965,Sex,male,1,0.7137,0.1993,0.3232,1.1042,12.83,3.4e-4,0.0200647417,1.029666743,0.2874574936,1.6975664262,2.0415526062
Card11,ENSMUSG00000036526,Sex,male,1,-0.8715,0.2433,-1.3483,-0.3946,12.83,3.4e-4,0.0200647417,-1.257259041,0.3510130264,1.6975664262,0.4183380006
Acer2,ENSMUSG00000038007,Sex,male,1,0.8017,0.2240,0.3625,1.2408,12.80,3.5e-4,0.0201246553,1.156571821,0.3232321739,1.6962715496,2.2292707116
Gng2,ENSMUSG00000043004,Sex,male,1,-0.6100,0.1704,-0.9440,-0.2759,12.81,3.5e-4,0.0201246553,-0.880016231,0.2459009534,1.6962715496,0.5433613181
Cxcr5,ENSMUSG00000047880,Sex,male,1,-0.6444,0.1800,-0.9972,-0.2915,12.81,3.4e-4,0.0201246553,-0.929644073,0.2597209718,1.6962715496,0.5249878455
Trpv2,ENSMUSG00000018507,Sex,male,1,-0.2762,0.0773,-0.4277,-0.1247,12.77,3.5e-4,0.0202525396,-0.398510122,0.1115173231,1.6935205103,0.7586413312
Frmd8,ENSMUSG00000024816,Sex,male,1,0.4531,0.1267,0.2047,0.7015,12.78,3.5e-4,0.0202525396,0.6536439348,0.1828520063,1.6935205103,1.5731365838
Fbl,ENSMUSG00000046865,Sex,male,1,-0.6584,0.1842,-1.0195,-0.2973,12.77,3.5e-4,0.0202525396,-0.949889847,0.2657959445,1.6935205103,0.5176719858
Krt8,ENSMUSG00000049382,Sex,male,1,-2.9834,0.8350,-4.6200,-1.3467,12.76,3.5e-4,0.0202525396,-4.304074565,1.2047129504,1.6935205103,0.0506226006
Smyd2,ENSMUSG00000026603,Sex,male,1,-1.7512,0.4907,-2.7129,-0.7896,12.74,3.6e-4,0.0204527735,-2.526505512,0.7078671715,1.6892477914,0.1735585674
Eif3i,ENSMUSG00000028798,Sex,male,1,-0.5111,0.1432,-0.7918,-0.2303,12.73,3.6e-4,0.0204805049,-0.73734745,0.2066621858,1.6886593407,0.5998412118
Psmb8,ENSMUSG00000024338,Sex,male,1,-0.4892,0.1372,-0.7580,-0.2204,12.72,3.6e-4,0.020510262,-0.705733053,0.1978743056,1.6880287924,0.6131308691
Tspan14,ENSMUSG00000037824,Sex,male,1,0.5974,0.1678,0.2685,0.9264,12.67,3.7e-4,0.0209818641,0.8619161776,0.2421333804,1.678155931,1.8174506337
Capn2,ENSMUSG00000026509,Sex,male,1,0.4018,0.1129,0.1805,0.6231,12.66,3.7e-4,0.0210085092,0.5796555279,0.1628972493,1.6776047648,1.4944923663
Tpm3,ENSMUSG00000027940,Sex,male,1,0.1985,0.0558,0.0891,0.3079,12.64,3.8e-4,0.0211743318,0.286379946,0.0805474579,1.6741902866,1.2195762375
Gas2l1,ENSMUSG00000034201,Sex,male,1,0.7617,0.2144,0.3415,1.1819,12.63,3.8e-4,0.0212794011,1.0989135024,0.3092749459,1.6720405993,2.1419332216
Gramd3,ENSMUSG00000001700,Sex,male,1,-0.8796,0.2477,-1.3651,-0.3941,12.61,3.8e-4,0.0213710947,-1.268930642,0.3573680214,1.6701732319,0.414967242
Coro1a,ENSMUSG00000030707,Sex,male,1,-0.4327,0.1219,-0.6716,-0.1938,12.60,3.8e-4,0.0213710947,-0.624315977,0.1758527018,1.6701732319,0.6487272846
Pecam1,ENSMUSG00000020717,Sex,male,1,0.4709,0.1327,0.2108,0.7310,12.59,3.9e-4,0.0214147659,0.6794164017,0.1914513512,1.6692866684,1.6014917894
Pigr,ENSMUSG00000026417,Sex,male,1,-2.2186,0.6261,-3.4457,-0.9915,12.56,3.9e-4,0.0216543409,-3.200742312,0.9032531878,1.6644550296,0.1087628441
Hpse,ENSMUSG00000035273,Sex,male,1,0.7738,0.2185,0.3457,1.2020,12.55,4e-4,0.0216543409,1.1164190816,0.3151672657,1.6644550296,2.168081638
Lasp1,ENSMUSG00000038366,Sex,male,1,0.3387,0.0956,0.1514,0.5261,12.56,3.9e-4,0.0216543409,0.488700133,0.1378987107,1.6644550296,1.403180042
Rpl36al,ENSMUSG00000049751,Sex,male,1,-0.5894,0.1664,-0.9155,-0.2633,12.55,4e-4,0.0216543409,-0.850330172,0.2400570412,1.6644550296,0.5546577838
Igkv12-89,ENSMUSG00000076534,Sex,male,1,-2.3903,0.6755,-3.7142,-1.0664,12.52,4e-4,0.021869874,-3.448467639,0.974505455,1.660153719,0.0916026002
Zfand3,ENSMUSG00000044477,Sex,male,1,0.5157,0.1459,0.2297,0.8017,12.49,4.1e-4,0.0220527477,0.7439510763,0.2105247352,1.6565372912,1.6747561809
C130026I21Rik,ENSMUSG00000052477,Sex,male,1,-0.9185,0.2599,-1.4280,-0.4091,12.49,4.1e-4,0.0220527477,-1.325158701,0.3749808633,1.6565372912,0.3991052878
Gzmm,ENSMUSG00000054206,Sex,male,1,-2.3989,0.6788,-3.7293,-1.0685,12.49,4.1e-4,0.0220527477,-3.460893186,0.9792749055,1.6565372912,0.0908170393
Rack1,ENSMUSG00000020372,Sex,male,1,-0.4903,0.1388,-0.7623,-0.2182,12.48,4.1e-4,0.0221111201,-0.707322238,0.2002582774,1.6553892571,0.6124558535
Casp3,ENSMUSG00000031628,Sex,male,1,0.6972,0.1974,0.3102,1.0842,12.47,4.1e-4,0.0221111201,1.0058773609,0.2848450063,1.6553892571,2.0081643712
Arhgap10,ENSMUSG00000037148,Sex,male,1,0.7830,0.2219,0.3481,1.2178,12.45,4.2e-4,0.0222362189,1.1295766959,0.3200898979,1.6529390585,2.1879453388
